item_id,feature,target,stimulus,state,spans,covered,todo,percent,excluded,max_nesting,cross,conditions,directive,detail,source,generate
TP2027,postlude,rvfi_fetch,unclassified,not started,4,0,4,0.0,0,1,,"match ext_fetch_check_pc(PC, PC)",read the guard and decide what arranges it,,postlude/fetch_rvfi.sail:9,opcode_sweep.py postlude/fetch_rvfi.sail
TP2053,postlude,hart_is_waiting,unclassified,not started,4,0,4,0.0,0,1,,match s,read the guard and decide what arranges it,,postlude/step_common.sail:39,opcode_sweep.py postlude/step_common.sail
TP2151,sys,highestPriorityAlignmentOrAccessFault,helper_function,not started,4,0,4,0.0,0,0,,,"execute an instruction that calls this helper: ZICBOP, ZICBOM, SSPUSH, amoswap, amoadd, amoxor, amoand, amoor, ...",highestPriorityAlignmentOrAccessFault() reached via 8+ instruction(s),sys/mem.sail:176,opcode_sweep.py extensions/Zicbop/zicbop_insts.sail extensions/Zicbom/zicbom_insts.sail extensions/cfi/zicfiss_insts.sail
TP2167,sys,allowed_misaligned,helper_function,not started,4,0,4,0.0,0,0,,,"execute an instruction that calls this helper: SSPOPCHK, SSPUSH, STORE, STORECON, STORE_FP, VMTYPE, VSRETYPE, VSSEGTYPE, ...",allowed_misaligned() reached via 8+ instruction(s),sys/mem_utils.sail:33,opcode_sweep.py extensions/cfi/zicfiss_insts.sail extensions/I/base_insts.sail extensions/A/zalrsc_insts.sail
TP2210,sys,sig_load,operand_value,not started,4,0,4,0.0,0,1,,else,vary the operand: the guard discriminates on a specific register or value,,sys/simple_interrupt_generator.sail:20,opcode_sweep.py sys/simple_interrupt_generator.sail
TP2213,sys,sig_store,operand_value,not started,4,0,4,0.0,0,1,,else,vary the operand: the guard discriminates on a specific register or value,,sys/simple_interrupt_generator.sail:34,opcode_sweep.py sys/simple_interrupt_generator.sail
TP2214,sys,sig_store,fault_path,not started,4,0,4,0.0,0,1,,else,construct the faulting condition and assert the resulting trap,,sys/simple_interrupt_generator.sail:35,opcode_sweep.py sys/simple_interrupt_generator.sail
TP2265,sys,MemoryOpResult_add_meta,helper_function,not started,4,0,4,0.0,0,1,,"function MemoryOpResult_add_meta(r, m) = match r","execute an instruction that calls this helper: amoswap, amoadd, amoxor, amoand, amoor, amomin, amomax, amominu, ...",MemoryOpResult_add_meta() reached via 8+ instruction(s),sys/sys_control.sail:412,opcode_sweep.py extensions/A/zaamo_insts.sail extensions/cfi/zicfiss_insts.sail
TP0066,core,accessFaultFromAccessType,fault_path,not started,3,0,3,0.0,0,2,yes,match access AND CacheAccess(CB_prefetch(p)) => match p,construct the faulting condition and assert the resulting trap,,core/mem_type_utils.sail:44,opcode_sweep.py core/mem_type_utils.sail
TP0069,core,alignmentFaultFromAccessType,fault_path,not started,3,0,3,0.0,0,2,yes,match access AND CacheAccess(CB_prefetch(p)) => match p,construct the faulting condition and assert the resulting trap,,core/mem_type_utils.sail:85,opcode_sweep.py core/mem_type_utils.sail
TP0189,core,is_prefetch_access,helper_function,not started,3,0,3,0.0,0,1,,match access,"execute an instruction that calls this helper: amoswap, amoadd, amoxor, amoand, amoor, amomin, amomax, amominu, ...",is_prefetch_access() reached via 8+ instruction(s),core/types.sail:134,opcode_sweep.py extensions/A/zaamo_insts.sail extensions/cfi/zicfiss_insts.sail extensions/Zicbop/zicbop_insts.sail
TP0218,core,is_amo_access,helper_function,not started,3,0,3,0.0,0,1,,match access,"execute an instruction that calls this helper: SSPOPCHK, SSPUSH, STORE, STORECON, STORE_FP, VMTYPE, VSRETYPE, VSSEGTYPE, ...",is_amo_access() reached via 8+ instruction(s),core/vmem_types.sail:93,opcode_sweep.py extensions/cfi/zicfiss_insts.sail extensions/I/base_insts.sail extensions/A/zalrsc_insts.sail
TP0220,core,is_vector_access,helper_function,not started,3,0,3,0.0,0,1,,match access,"execute an instruction that calls this helper: SSPOPCHK, SSPUSH, STORE, STORECON, STORE_FP, VMTYPE, VSRETYPE, VSSEGTYPE, ...",is_vector_access() reached via 8+ instruction(s),core/vmem_types.sail:105,opcode_sweep.py extensions/cfi/zicfiss_insts.sail extensions/I/base_insts.sail extensions/A/zalrsc_insts.sail
TP0253,A,AMO,fault_path,not started,3,0,3,0.0,0,2,yes,"if not(is_aligned_addr(vaddr, width)) AND let exc : ExceptionType = match plat_misaligned_access.amo",construct the faulting condition and assert the resulting trap,,extensions/A/zaamo_insts.sail:89,opcode_sweep.py extensions/A/zaamo_insts.sail
TP0374,C,currentlyEnabled,extension_gate,not started,3,0,3,0.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_Zcb,extensions/C/zcb_insts.sail:9,opcode_sweep.py extensions/C/zcb_insts.sail
TP0420,FD,F_UN_RM_FF_TYPE_D,fault_path,not started,3,0,3,0.0,0,1,,match (select_instr_or_fcsr_rm (rm)),construct the faulting condition and assert the resulting trap,,extensions/FD/dext_insts.sail:434,opcode_sweep.py extensions/FD/dext_insts.sail
TP0443,FD,fregidx_to_regidx,unclassified,not started,3,0,3,0.0,0,0,,,read the guard and decide what arranges it,,extensions/FD/fdext_regs.sail:69,opcode_sweep.py extensions/FD/fdext_regs.sail
TP0454,FD,wF_BF16,unclassified,not started,3,0,3,0.0,0,0,,,read the guard and decide what arranges it,,extensions/FD/fdext_regs.sail:227,opcode_sweep.py extensions/FD/fdext_regs.sail
TP0842,Sscofpmf,write_mhpmeventh,helper_function,not started,3,0,3,0.0,0,0,,,"execute an instruction that calls this helper: CSRImm, CSRReg",write_mhpmeventh() reached via 2 instruction(s),extensions/Sscofpmf/sscofpmf.sail:47,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP0844,Sscofpmf,get_scountovf,privilege,not started,3,0,3,0.0,0,1,,match priv,execute the same code at this privilege level,(default: the sweep already runs in M-mode),extensions/Sscofpmf/sscofpmf.sail:68,opcode_sweep.py extensions/Sscofpmf/sscofpmf.sail
TP1432,V,VSSSEGTYPE,fault_path,not started,3,0,3,0.0,0,2,yes,"if mask[i] == 0b1 AND match vmem_write(rs1, to_bits_unsafe(xlen, elem_offset), load_width_bytes, data,",construct the faulting condition and assert the resulting trap,,extensions/V/vext_mem_insts.sail:316,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1438,V,VSXSEGTYPE,fault_path,not started,3,0,3,0.0,0,2,yes,"if mask[i] == 0b1 AND match vmem_write(rs1, to_bits_unsafe(xlen, elem_offset), EEW_data_bytes, data, S",construct the faulting condition and assert the resulting trap,,extensions/V/vext_mem_insts.sail:445,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1513,V,valid_wide_vvtype,unclassified,not started,3,0,3,0.0,0,1,,match vvtype,read the guard and decide what arranges it,,extensions/V/vext_utils_insts.sail:206,opcode_sweep.py extensions/V/vext_utils_insts.sail
TP1517,V,valid_wide_mvvtype,unclassified,not started,3,0,3,0.0,0,1,,match mvvtype,read the guard and decide what arranges it,,extensions/V/vext_utils_insts.sail:219,opcode_sweep.py extensions/V/vext_utils_insts.sail
TP1519,V,valid_wide_mvxtype,unclassified,not started,3,0,3,0.0,0,1,,match mvxtype,read the guard and decide what arranges it,,extensions/V/vext_utils_insts.sail:226,opcode_sweep.py extensions/V/vext_utils_insts.sail
TP1654,Zibi,BITYPE,operand_value,not started,3,0,3,0.0,0,0,,,vary the operand: the guard discriminates on a specific register or value,,extensions/Zibi/zibi_insts.sail:27,opcode_sweep.py extensions/Zibi/zibi_insts.sail
TP1736,Zihpm,write_mhpmcounterh,helper_function,not started,3,0,3,0.0,0,0,,,"execute an instruction that calls this helper: CSRImm, CSRReg",write_mhpmcounterh() reached via 2 instruction(s),extensions/Zihpm/zihpm.sail:216,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP1739,Zvabd,currentlyEnabled,extension_gate,not started,3,0,3,0.0,0,0,,,"run with this extension enabled, and again with it disabled",Ext_Zvabd,extensions/Zvabd/zvabd_insts.sail:9,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1740,Zvabd,valid_zvabd_sew,unclassified,not started,3,0,3,0.0,0,0,,,read the guard and decide what arranges it,,extensions/Zvabd/zvabd_insts.sail:15,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1760,bfloat16,FCVT_BF16_S,instruction,not started,3,0,3,0.0,0,1,,match (select_instr_or_fcsr_rm (rm)),generate any legal form of this instruction,FCVT_BF16_S body,extensions/bfloat16/zfbfmin_insts.sail:20,opcode_sweep.py extensions/bfloat16/zfbfmin_insts.sail
TP1809,cfi,SSRDP,instruction,not started,3,0,3,0.0,0,0,,,generate any legal form of this instruction,SSRDP body,extensions/cfi/zicfiss_insts.sail:130,opcode_sweep.py extensions/cfi/zicfiss_insts.sail
TP2002,postlude,is_CSR_accessible,privilege,not started,3,0,3,0.0,0,2,yes,"match (csr, priv, access_type) AND (match priv",execute the same code at this privilege level,(default: the sweep already runs in M-mode),postlude/csr_end.sail:222,opcode_sweep.py postlude/csr_end.sail
TP2042,postlude,run_hart_waiting,extension_gate,not started,3,0,3,0.0,0,1,,"match (wr, valid_reservation(), exit_wait)","run with this extension enabled, and again with it disabled",Ext_S,postlude/step.sail:65,opcode_sweep.py postlude/step.sail
TP2272,sys,update_and_write_pte,extension_gate,not started,3,0,3,0.0,0,1,,"match update_PTE_Bits(pte, access)","run with this extension enabled, and again with it disabled",Ext_Svadu,sys/vmem.sail:77,opcode_sweep.py sys/vmem.sail
TP2317,sys,ext_get_ptw_error,translation,not started,3,0,3,0.0,0,1,,match failure,install a page table in this translation mode and fault or walk through it,,sys/vmem_ptw.sail:46,opcode_sweep.py sys/vmem_ptw.sail
TP0035,core,flen_bytes,configuration,not started,2,0,2,0.0,0,0,,,select or build a model configuration where this key differs,extensions.D.supported,core/flen.sail:20,opcode_sweep.py core/flen.sail
TP0036,core,flen,configuration,not started,2,0,2,0.0,0,0,,,select or build a model configuration where this key differs,extensions.D.supported,core/flen.sail:21,opcode_sweep.py core/flen.sail
TP0058,core,physaddrbits_len,unclassified,not started,2,0,2,0.0,0,0,,,read the guard and decide what arranges it,,core/mem_addrtype.sail:13,opcode_sweep.py core/mem_addrtype.sail
TP0067,core,alignmentFaultFromAccessType,helper_function,not started,2,0,2,0.0,0,0,,,"execute an instruction that calls this helper: ZICBOP, ZICBOM, SSPUSH, amoswap, amoadd, amoxor, amoand, amoor, ...",alignmentFaultFromAccessType() reached via 8+ instruction(s),core/mem_type_utils.sail:51,opcode_sweep.py extensions/Zicbop/zicbop_insts.sail extensions/Zicbom/zicbom_insts.sail extensions/cfi/zicfiss_insts.sail
TP0076,core,write_ram,fault_path,not started,2,0,2,0.0,0,1,,access_kind = match wk,construct the faulting condition and assert the resulting trap,,core/phys_mem_interface.sail:91,opcode_sweep.py core/phys_mem_interface.sail
TP0079,core,read_ram,fault_path,not started,2,0,2,0.0,0,1,,access_kind = match rk,construct the faulting condition and assert the resulting trap,,core/phys_mem_interface.sail:133,opcode_sweep.py core/phys_mem_interface.sail
TP0083,core,plat_clint_base,configuration,not started,2,0,2,0.0,0,0,,,select or build a model configuration where this key differs,platform.clint.base,core/platform_config.sail:101,opcode_sweep.py core/platform_config.sail
TP0084,core,plat_clint_size,configuration,not started,2,0,2,0.0,0,0,,,select or build a model configuration where this key differs,platform.clint.size,core/platform_config.sail:102,opcode_sweep.py core/platform_config.sail
TP0085,core,plat_sig_base,configuration,not started,2,0,2,0.0,0,0,,,select or build a model configuration where this key differs,platform.simple_interrupt_generator.base,core/platform_config.sail:106,opcode_sweep.py core/platform_config.sail
TP0086,core,plat_sig_size,unclassified,not started,2,0,2,0.0,0,0,,,read the guard and decide what arranges it,,core/platform_config.sail:107,opcode_sweep.py core/platform_config.sail
TP0172,core,regidx_bit_width,unclassified,not started,2,0,2,0.0,0,0,,,read the guard and decide what arranges it,,core/types.sail:30,opcode_sweep.py core/types.sail
TP0176,core,zreg,unclassified,not started,2,0,2,0.0,0,0,,,read the guard and decide what arranges it,,core/types.sail:50,opcode_sweep.py core/types.sail
TP0177,core,ra,unclassified,not started,2,0,2,0.0,0,0,,,read the guard and decide what arranges it,,core/types.sail:51,opcode_sweep.py core/types.sail
TP0178,core,sp,unclassified,not started,2,0,2,0.0,0,0,,,read the guard and decide what arranges it,,core/types.sail:52,opcode_sweep.py core/types.sail
TP0179,core,t0,unclassified,not started,2,0,2,0.0,0,0,,,read the guard and decide what arranges it,,core/types.sail:53,opcode_sweep.py core/types.sail
TP0187,core,is_load_store,helper_function,not started,2,0,2,0.0,0,0,,,"execute an instruction that calls this helper: amoswap, amoadd, amoxor, amoand, amoor, amomin, amomax, amominu, ...",is_load_store() reached via 8+ instruction(s),core/types.sail:123,opcode_sweep.py extensions/A/zaamo_insts.sail extensions/cfi/zicfiss_insts.sail extensions/Zicbop/zicbop_insts.sail
TP0221,core,is_vector_access,memory_op,not started,2,0,2,0.0,0,1,,match access,issue this kind of memory access,Load,core/vmem_types.sail:106,opcode_sweep.py core/vmem_types.sail
TP0223,core,log2_xlen,xlen,not started,2,0,2,0.0,0,0,,,run this target at the other XLEN,32,core/xlen.sail:31,opcode_sweep.py core/xlen.sail
TP0224,core,xlen_bytes,xlen,not started,2,0,2,0.0,0,0,,,run this target at the other XLEN,32,core/xlen.sail:32,opcode_sweep.py core/xlen.sail
TP0225,core,asidlen,xlen,not started,2,0,2,0.0,0,0,,,run this target at the other XLEN,32,core/xlen.sail:34,opcode_sweep.py core/xlen.sail
TP0471,FD,rF_or_X_D,operand_value,not started,2,0,2,0.0,0,1,,else,vary the operand: the guard discriminates on a specific register or value,==,extensions/FD/fdext_regs.sail:298,opcode_sweep.py extensions/FD/fdext_regs.sail
TP0475,FD,wF_or_X_D,operand_value,not started,2,0,2,0.0,0,1,,else,vary the operand: the guard discriminates on a specific register or value,!=,extensions/FD/fdext_regs.sail:328,opcode_sweep.py extensions/FD/fdext_regs.sail
TP0537,FD,zero_freg,operand_value,not started,2,0,2,0.0,0,0,,,vary the operand: the guard discriminates on a specific register or value,,extensions/FD/freg_type.sail:15,opcode_sweep.py extensions/FD/freg_type.sail
TP0843,Sscofpmf,get_scountovf,helper_function,not started,2,0,2,0.0,0,0,,,"execute an instruction that calls this helper: CSRImm, CSRReg",get_scountovf() reached via 2 instruction(s),extensions/Sscofpmf/sscofpmf.sail:56,opcode_sweep.py extensions/Zicsr/zicsr_insts.sail
TP0885,Stateen,check_stateen_bit,privilege,not started,2,0,2,0.0,0,1,,let mask : bits(64) = match priv,execute the same code at this privilege level,opcode_sweep.py --isla-arg=--run-in-supervisor --isla-arg=--pmp-allow-all,extensions/Stateen/stateen_regs.sail:186,opcode_sweep.py extensions/Stateen/stateen_regs.sail
TP1036,V,VMVRTYPE,fault_path,not started,2,0,2,0.0,0,0,,,construct the faulting condition and assert the resulting trap,,extensions/V/vext_arith_insts.sail:1388,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1094,V,vzext.vf8,instruction_variant,not started,2,0,2,0.0,0,2,yes,if mask[i] == 0b1 AND result[i] = match funct6,generate a test that executes this instruction,VEXTTYPE arm VEXT8_ZVF8,extensions/V/vext_arith_insts.sail:1866,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1095,V,vsext.vf8,instruction_variant,not started,2,0,2,0.0,0,2,yes,if mask[i] == 0b1 AND result[i] = match funct6,generate a test that executes this instruction,VEXTTYPE arm VEXT8_SVF8,extensions/V/vext_arith_insts.sail:1867,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1156,V,VMVSX,fault_path,not started,2,0,2,0.0,0,0,,,construct the faulting condition and assert the resulting trap,,extensions/V/vext_arith_insts.sail:2469,opcode_sweep.py extensions/V/vext_arith_insts.sail
TP1429,V,VLSSEGTYPE,fault_path,not started,2,0,2,0.0,0,0,,,construct the faulting condition and assert the resulting trap,,extensions/V/vext_mem_insts.sail:255,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1435,V,VLXSEGTYPE,fault_path,not started,2,0,2,0.0,0,0,,,construct the faulting condition and assert the resulting trap,,extensions/V/vext_mem_insts.sail:379,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1449,V,VMTYPE,memory_op,not started,2,0,2,0.0,0,2,yes,if i < evl AND if op == VLM,issue this kind of memory access,Load,extensions/V/vext_mem_insts.sail:628,opcode_sweep.py extensions/V/vext_mem_insts.sail
TP1459,V,RMVVTYPE,fault_path,not started,2,0,2,0.0,0,0,,,construct the faulting condition and assert the resulting trap,,extensions/V/vext_red_insts.sail:113,opcode_sweep.py extensions/V/vext_red_insts.sail
TP1623,V,VICMPTYPE,fault_path,not started,2,0,2,0.0,0,0,,,construct the faulting condition and assert the resulting trap,,extensions/V/vext_vm_insts.sail:735,opcode_sweep.py extensions/V/vext_vm_insts.sail
TP1685,Zicboz,ZICBOZ,fault_path,not started,2,0,2,0.0,0,4,yes,"match get_transformed_data_addr(rs1, negative_offset, access, cache_block_size) AND match translateAddr(vaddr, access) AND match mem_write_ea(paddr, cache_block_size, access, pbmt, false, false, false) AND match mem_write_value(paddr, cache_block_size, zeros(), access, pbmt, false, fal",construct the faulting condition and assert the resulting trap,,extensions/Zicboz/zicboz_insts.sail:28,opcode_sweep.py extensions/Zicboz/zicboz_insts.sail
TP1744,Zvabd,VABS_V,fault_path,not started,2,0,2,0.0,0,0,,,construct the faulting condition and assert the resulting trap,,extensions/Zvabd/zvabd_insts.sail:33,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1748,Zvabd,ZVABDTYPE,fault_path,not started,2,0,2,0.0,0,0,,,construct the faulting condition and assert the resulting trap,,extensions/Zvabd/zvabd_insts.sail:79,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1754,Zvabd,ZVWABDATYPE,fault_path,not started,2,0,2,0.0,0,0,,,construct the faulting condition and assert the resulting trap,,extensions/Zvabd/zvabd_insts.sail:139,opcode_sweep.py extensions/Zvabd/zvabd_insts.sail
TP1781,cfi,LPAD,operand_value,not started,2,0,2,0.0,0,1,,if is_landing_pad_expected(),vary the operand: the guard discriminates on a specific register or value,,extensions/cfi/zicfilp_insts.sail:22,opcode_sweep.py extensions/cfi/zicfilp_insts.sail
TP1801,cfi,SSPUSH,fault_path,not started,2,0,2,0.0,0,0,,,construct the faulting condition and assert the resulting trap,,extensions/cfi/zicfiss_insts.sail:40,opcode_sweep.py extensions/cfi/zicfiss_insts.sail
