target_id,category,feature,target,required_mode,required_configuration,observable_result,source
T00210,instruction,FD,F_MADD_TYPE_S#23,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:342
T00211,instruction,FD,F_BIN_RM_TYPE_S#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00212,instruction,FD,F_BIN_RM_TYPE_S#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00213,instruction,FD,F_BIN_RM_TYPE_S#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00214,instruction,FD,F_BIN_RM_TYPE_S#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00215,instruction,FD,F_BIN_RM_TYPE_S#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00216,instruction,FD,F_BIN_RM_TYPE_S#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00217,instruction,FD,F_BIN_RM_TYPE_S#6,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00218,instruction,FD,F_BIN_RM_TYPE_S#7,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00219,instruction,FD,F_BIN_RM_TYPE_S#8,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00220,instruction,FD,F_BIN_RM_TYPE_S#9,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00221,instruction,FD,F_BIN_RM_TYPE_S#10,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00222,instruction,FD,F_BIN_RM_TYPE_S#11,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00223,instruction,FD,F_BIN_RM_TYPE_S#12,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00224,instruction,FD,F_BIN_RM_TYPE_S#13,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00225,instruction,FD,F_BIN_RM_TYPE_S#14,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00226,instruction,FD,F_BIN_RM_TYPE_S#15,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00227,instruction,FD,F_BIN_RM_TYPE_S#16,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00228,instruction,FD,F_BIN_RM_TYPE_S#17,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00229,instruction,FD,F_BIN_RM_TYPE_S#18,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00230,instruction,FD,F_BIN_RM_TYPE_S#19,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00231,instruction,FD,F_BIN_RM_TYPE_S#20,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00232,instruction,FD,F_BIN_RM_TYPE_S#21,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00233,instruction,FD,F_BIN_RM_TYPE_S#22,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00234,instruction,FD,F_BIN_RM_TYPE_S#23,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:409
T00235,instruction,FD,F_UN_RM_FF_TYPE_S#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:473
T00236,instruction,FD,F_UN_RM_FF_TYPE_S#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:473
T00237,instruction,FD,F_UN_RM_FF_TYPE_S#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:473
T00238,instruction,FD,F_UN_RM_FF_TYPE_S#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:473
T00239,instruction,FD,F_UN_RM_FF_TYPE_S#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:473
T00240,instruction,FD,F_UN_RM_FF_TYPE_S#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:473
T00241,instruction,FD,F_UN_RM_FX_TYPE_S#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:474
T00242,instruction,FD,F_UN_RM_FX_TYPE_S#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:474
T00243,instruction,FD,F_UN_RM_FX_TYPE_S#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:474
T00244,instruction,FD,F_UN_RM_FX_TYPE_S#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:474
T00245,instruction,FD,F_UN_RM_FX_TYPE_S#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:474
T00246,instruction,FD,F_UN_RM_FX_TYPE_S#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:474
T00247,instruction,FD,F_UN_RM_XF_TYPE_S#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:475
T00248,instruction,FD,F_UN_RM_XF_TYPE_S#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:475
T00249,instruction,FD,F_UN_RM_XF_TYPE_S#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:475
T00250,instruction,FD,F_UN_RM_XF_TYPE_S#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:475
T00251,instruction,FD,F_UN_RM_XF_TYPE_S#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:475
T00252,instruction,FD,F_UN_RM_XF_TYPE_S#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:475
T00253,instruction,FD,F_BIN_TYPE_F_S#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:698
T00254,instruction,FD,F_BIN_TYPE_F_S#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:698
T00255,instruction,FD,F_BIN_TYPE_F_S#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:698
T00256,instruction,FD,F_BIN_TYPE_F_S#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:698
T00257,instruction,FD,F_BIN_TYPE_F_S#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:698
T00258,instruction,FD,F_BIN_TYPE_X_S#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:699
T00259,instruction,FD,F_BIN_TYPE_X_S#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:699
T00260,instruction,FD,F_BIN_TYPE_X_S#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:699
T00261,instruction,FD,F_UN_TYPE_F_S,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:877
T00262,instruction,FD,F_UN_TYPE_X_S#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:878
T00263,instruction,FD,F_UN_TYPE_X_S#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/fext_insts.sail:878
T00264,instruction,FD,C_FLDSP,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zcd_insts.sail:11
T00265,instruction,FD,C_FSDSP,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zcd_insts.sail:26
T00266,instruction,FD,C_FLD,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zcd_insts.sail:41
T00267,instruction,FD,C_FSD,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zcd_insts.sail:58
T00268,instruction,FD,C_FLWSP,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zcf_insts.sail:11
T00269,instruction,FD,C_FSWSP,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zcf_insts.sail:27
T00270,instruction,FD,C_FLW,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zcf_insts.sail:43
T00271,instruction,FD,C_FSW,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zcf_insts.sail:61
T00272,instruction,FD,FLI_H,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:13
T00273,instruction,FD,FLI_S,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:63
T00274,instruction,FD,FLI_D,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:113
T00275,instruction,FD,FMINM_H,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:163
T00276,instruction,FD,FMAXM_H,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:194
T00277,instruction,FD,FMINM_S,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:225
T00278,instruction,FD,FMAXM_S,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:256
T00279,instruction,FD,FMINM_D,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:287
T00280,instruction,FD,FMAXM_D,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:318
T00281,instruction,FD,FROUND_H#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:349
T00282,instruction,FD,FROUND_H#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:349
T00283,instruction,FD,FROUND_H#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:349
T00284,instruction,FD,FROUND_H#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:349
T00285,instruction,FD,FROUND_H#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:349
T00286,instruction,FD,FROUND_H#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:349
T00287,instruction,FD,FROUNDNX_H#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:378
T00288,instruction,FD,FROUNDNX_H#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:378
T00289,instruction,FD,FROUNDNX_H#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:378
T00290,instruction,FD,FROUNDNX_H#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:378
T00291,instruction,FD,FROUNDNX_H#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:378
T00292,instruction,FD,FROUNDNX_H#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:378
T00293,instruction,FD,FROUND_S#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:407
T00294,instruction,FD,FROUND_S#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:407
T00295,instruction,FD,FROUND_S#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:407
T00296,instruction,FD,FROUND_S#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:407
T00297,instruction,FD,FROUND_S#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:407
T00298,instruction,FD,FROUND_S#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:407
T00299,instruction,FD,FROUNDNX_S#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:436
T00300,instruction,FD,FROUNDNX_S#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:436
T00301,instruction,FD,FROUNDNX_S#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:436
T00302,instruction,FD,FROUNDNX_S#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:436
T00303,instruction,FD,FROUNDNX_S#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:436
T00304,instruction,FD,FROUNDNX_S#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:436
T00305,instruction,FD,FROUND_D#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:465
T00306,instruction,FD,FROUND_D#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:465
T00307,instruction,FD,FROUND_D#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:465
T00308,instruction,FD,FROUND_D#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:465
T00309,instruction,FD,FROUND_D#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:465
T00310,instruction,FD,FROUND_D#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:465
T00311,instruction,FD,FROUNDNX_D#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:494
T00312,instruction,FD,FROUNDNX_D#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:494
T00313,instruction,FD,FROUNDNX_D#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:494
T00314,instruction,FD,FROUNDNX_D#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:494
T00315,instruction,FD,FROUNDNX_D#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:494
T00316,instruction,FD,FROUNDNX_D#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:494
T00317,instruction,FD,FMVH_X_D,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:523
T00318,instruction,FD,FMVP_D_X,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:542
T00319,instruction,FD,FLEQ_H,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:570
T00320,instruction,FD,FLTQ_H,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:595
T00321,instruction,FD,FLEQ_S,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:620
T00322,instruction,FD,FLTQ_S,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:645
T00323,instruction,FD,FLEQ_D,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:671
T00324,instruction,FD,FLTQ_D,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:696
T00325,instruction,FD,FCVTMOD_W_D,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfa_insts.sail:778
T00326,instruction,FD,F_BIN_RM_TYPE_H#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00327,instruction,FD,F_BIN_RM_TYPE_H#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00328,instruction,FD,F_BIN_RM_TYPE_H#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00329,instruction,FD,F_BIN_RM_TYPE_H#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00330,instruction,FD,F_BIN_RM_TYPE_H#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00331,instruction,FD,F_BIN_RM_TYPE_H#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00332,instruction,FD,F_BIN_RM_TYPE_H#6,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00333,instruction,FD,F_BIN_RM_TYPE_H#7,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00334,instruction,FD,F_BIN_RM_TYPE_H#8,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00335,instruction,FD,F_BIN_RM_TYPE_H#9,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00336,instruction,FD,F_BIN_RM_TYPE_H#10,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00337,instruction,FD,F_BIN_RM_TYPE_H#11,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00338,instruction,FD,F_BIN_RM_TYPE_H#12,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00339,instruction,FD,F_BIN_RM_TYPE_H#13,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00340,instruction,FD,F_BIN_RM_TYPE_H#14,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00341,instruction,FD,F_BIN_RM_TYPE_H#15,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00342,instruction,FD,F_BIN_RM_TYPE_H#16,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00343,instruction,FD,F_BIN_RM_TYPE_H#17,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00344,instruction,FD,F_BIN_RM_TYPE_H#18,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00345,instruction,FD,F_BIN_RM_TYPE_H#19,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00346,instruction,FD,F_BIN_RM_TYPE_H#20,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00347,instruction,FD,F_BIN_RM_TYPE_H#21,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00348,instruction,FD,F_BIN_RM_TYPE_H#22,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00349,instruction,FD,F_BIN_RM_TYPE_H#23,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:172
T00350,instruction,FD,F_MADD_TYPE_H#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00351,instruction,FD,F_MADD_TYPE_H#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00352,instruction,FD,F_MADD_TYPE_H#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00353,instruction,FD,F_MADD_TYPE_H#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00354,instruction,FD,F_MADD_TYPE_H#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00355,instruction,FD,F_MADD_TYPE_H#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00356,instruction,FD,F_MADD_TYPE_H#6,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00357,instruction,FD,F_MADD_TYPE_H#7,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00358,instruction,FD,F_MADD_TYPE_H#8,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00359,instruction,FD,F_MADD_TYPE_H#9,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00360,instruction,FD,F_MADD_TYPE_H#10,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00361,instruction,FD,F_MADD_TYPE_H#11,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00362,instruction,FD,F_MADD_TYPE_H#12,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00363,instruction,FD,F_MADD_TYPE_H#13,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00364,instruction,FD,F_MADD_TYPE_H#14,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00365,instruction,FD,F_MADD_TYPE_H#15,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00366,instruction,FD,F_MADD_TYPE_H#16,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00367,instruction,FD,F_MADD_TYPE_H#17,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00368,instruction,FD,F_MADD_TYPE_H#18,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00369,instruction,FD,F_MADD_TYPE_H#19,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00370,instruction,FD,F_MADD_TYPE_H#20,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00371,instruction,FD,F_MADD_TYPE_H#21,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00372,instruction,FD,F_MADD_TYPE_H#22,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00373,instruction,FD,F_MADD_TYPE_H#23,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:236
T00374,instruction,FD,F_BIN_F_TYPE_H#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:303
T00375,instruction,FD,F_BIN_F_TYPE_H#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:303
T00376,instruction,FD,F_BIN_F_TYPE_H#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:303
T00377,instruction,FD,F_BIN_F_TYPE_H#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:303
T00378,instruction,FD,F_BIN_F_TYPE_H#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:303
T00379,instruction,FD,F_BIN_X_TYPE_H#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:304
T00380,instruction,FD,F_BIN_X_TYPE_H#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:304
T00381,instruction,FD,F_BIN_X_TYPE_H#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:304
T00382,instruction,FD,F_UN_RM_FF_TYPE_H#0,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00383,instruction,FD,F_UN_RM_FF_TYPE_H#1,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00384,instruction,FD,F_UN_RM_FF_TYPE_H#2,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00385,instruction,FD,F_UN_RM_FF_TYPE_H#3,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00386,instruction,FD,F_UN_RM_FF_TYPE_H#4,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00387,instruction,FD,F_UN_RM_FF_TYPE_H#5,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00388,instruction,FD,F_UN_RM_FF_TYPE_H#6,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00389,instruction,FD,F_UN_RM_FF_TYPE_H#7,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00390,instruction,FD,F_UN_RM_FF_TYPE_H#8,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00391,instruction,FD,F_UN_RM_FF_TYPE_H#9,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00392,instruction,FD,F_UN_RM_FF_TYPE_H#10,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00393,instruction,FD,F_UN_RM_FF_TYPE_H#11,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00394,instruction,FD,F_UN_RM_FF_TYPE_H#12,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00395,instruction,FD,F_UN_RM_FF_TYPE_H#13,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00396,instruction,FD,F_UN_RM_FF_TYPE_H#14,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00397,instruction,FD,F_UN_RM_FF_TYPE_H#15,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00398,instruction,FD,F_UN_RM_FF_TYPE_H#16,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00399,instruction,FD,F_UN_RM_FF_TYPE_H#17,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00400,instruction,FD,F_UN_RM_FF_TYPE_H#18,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00401,instruction,FD,F_UN_RM_FF_TYPE_H#19,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00402,instruction,FD,F_UN_RM_FF_TYPE_H#20,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00403,instruction,FD,F_UN_RM_FF_TYPE_H#21,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00404,instruction,FD,F_UN_RM_FF_TYPE_H#22,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00405,instruction,FD,F_UN_RM_FF_TYPE_H#23,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
T00406,instruction,FD,F_UN_RM_FF_TYPE_H#24,Not directly derivable from Sail,FD,architectural state after retire or trap,extensions/FD/zfh_insts.sail:484
